,Unnamed: 0,guid,first,last,mid,total_income,income,total_area,estate,cars,debt,assets,internal_id
19,19,nacp_568e9cf4-28b8-4e8e-9c00-b06797f22f32,Тетяна,Шульга,Олександрівна,425242,"[{'size': 57426.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 5308.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 7050.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 75.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 262892.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 11491.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 81000.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",20284,"[{'area': 17600.0, 'date': '28.05.2013', 'cost': '70669', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 507.0, 'date': '24.01.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1000.0, 'date': '24.01.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 143.6, 'date': '19.10.2007', 'cost': '2036118', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 34.8, 'date': '20.09.2000', 'cost': '30506', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1000.0, 'date': '20.09.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'DAEWOO', 'cost': 48935.0, 'date': '12.02.2007', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'ВАЗ', 'cost': 0, 'date': '25.02.1997', 'year': 1985.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 7284.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 114310.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 425.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 25582.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 81000.0, 'dnt_sizeAssets_hidden': False, 'type': 'other', 'dnt_is_foreign': '!немає даних'}]",43450.0
20,20,nacp_569ac7df-2749-4975-84a4-5789415dfdd8,Ірина,Завгородня,Миколаївна,167230,"[{'size': '167230', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5287.0
21,21,nacp_567254a0-0839-4350-b415-45132ebcdebc,Ірина,Васильєва,Анатоліївна,4480260,"[{'size': 4230285.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 249975.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",38,"[{'area': 38.4, 'date': '20.11.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,"[{'assetsCurrency': 'UAH', 'size': 1100620.0, 'dnt_sizeAssets_hidden': False, 'type': 'other', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 4043041.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 3188.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 40000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 5000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",5472.0
22,22,nacp_5651b98d-4fd6-43fe-995b-5b6ccb65309d,Денис,Петров,Сергійович,410992,"[{'size': 84331.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 325000.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}, {'size': 1661.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",0,[],"[{'brand': 'Ssang Yong', 'cost': 190320.0, 'date': '30.10.2013', 'year': 2013.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'NISSAN', 'cost': 0, 'date': '05.06.2018', 'year': 2007.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 15000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",17529.0
23,23,nacp_56576f6d-7d6c-42b2-920f-1b4aa45e445f,Микола,Мельник,Іванович,6206140,"[{'size': 4286257.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 77090.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 1503732.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 187636.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 114056.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 32361.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 4954.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 54.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}]",8099,"[{'area': 63.0, 'date': '02.07.2012', 'cost': '41759', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 2932.0, 'date': '02.07.2012', 'cost': '807', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2500.0, 'date': '02.07.2012', 'cost': '7464', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 45.2, 'date': '01.01.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 159.1, 'date': '06.07.2006', 'cost': '1000000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 1200.0, 'date': '02.03.2009', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1200.0, 'date': '14.04.2017', 'cost': '737', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'Toyota', 'cost': 1012885.0, 'date': '04.09.2019', 'year': 2019.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 1050000.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 55000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 7.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 140.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 3509.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 5043.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 980000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'EUR', 'size': 35000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'UAH', 'size': 1.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 800000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 632361.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 21.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'EUR', 'size': 39000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 11463.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}]",5212.0
24,24,nacp_56b36a4c-eed0-4342-ab35-f1b05912a8b6,Вадим,Мельник,Миколайович,98918,"[{'size': 98918.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",1614,"[{'area': 55.0, 'date': '', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1559.0, 'date': '17.10.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]",0,0,0,53726.0
25,25,nacp_57ae8623-2bc8-4b43-9ce5-1a16fdbabaa6,Валерій,Бондар,Іванович,160000,"[{'size': '160000', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,47935.0
26,26,nacp_57be161a-0475-4263-8062-b34f99b31313,Віктор,Стрільчук,Андрійович,320801,"[{'size': '320801', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,7736.0
27,27,nacp_57c9afe8-6fde-4e2a-987a-4adcbc7dc3e8,Наталія,Литовченко,Олексіївна,166372,"[{'size': '166372', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5888.0
28,28,nacp_577dc324-2090-4229-94f0-433d7fce2c45,Борис,Лебедцов,Борисович,552819,"[{'size': 458250.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}, {'size': 93969.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 600.0, 'sizeIncome_hidden': 0, 'type': 'salestock', 'is_foreign': 0}]",0,0,0,0,"[{'assetsCurrency': 'USD', 'size': 25000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}]",48569.0
29,29,nacp_578cd8bb-4df4-41f9-a57d-d634aba4966d,Анатолій,Шевченко,Іванович,424121,"[{'size': 355469.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 68652.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",0,0,"[{'brand': 'Suzuki', 'cost': 168000.0, 'date': '28.03.2008', 'year': 2007.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,6498.0
30,30,nacp_08883650-7747-4868-9cea-0433886447b8,Олена,Карпушова,Віталіївна,158545,"[{'size': '158545', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,6073.0
31,31,nacp_557a7393-1e7c-4f1b-98a0-b71f52dc32b0,Юрій,Мельник,Володимирович,305819,"[{'size': 58314.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 198044.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 375.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 49086.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",17349,"[{'area': 20.1, 'date': '01.10.2009', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 900.0, 'date': '12.07.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1000.0, 'date': '19.02.1997', 'cost': '361160', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 14230.0, 'date': '26.12.2012', 'cost': '71630', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1000.0, 'date': '22.01.1997', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 199.7, 'date': '25.04.1996', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}]","[{'brand': 'УАЗ', 'cost': 21666.0, 'date': '21.04.2011', 'year': 1999.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Lexus', 'cost': 45000.0, 'date': '27.04.2018', 'year': 2006.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 10000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'EUR', 'size': 3000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 80000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': False}, {'assetsCurrency': 'USD', 'size': 4000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",46448.0
32,32,nacp_551c6ddc-181e-42eb-a8f3-14154943d719,Михайло,Попов,Антонович,383814,"[{'size': 365300.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 12422.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 6092.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",170707,"[{'area': 200.9, 'date': '04.09.2006', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1702.0, 'date': '24.05.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2447.0, 'date': '24.05.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19000.0, 'date': '09.01.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 27500.0, 'date': '21.01.2002', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19000.0, 'date': '20.12.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19000.0, 'date': '20.12.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 20000.0, 'date': '18.07.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1600.0, 'date': '30.07.2014', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 17500.0, 'date': '31.12.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 20200.0, 'date': '23.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 292.0, 'date': '23.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19599.0, 'date': '23.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2500.0, 'date': '23.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 167.9, 'date': '23.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}]","[{'brand': 'ГАЗ-САЗ', 'cost': 20000.0, 'date': '18.10.2011', 'year': 1992.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'truck'}]",0,0,16868.0
33,33,nacp_5521ecfc-2447-4efa-86fb-be5709a52ee6,Олександр,Голуб,Володимирович,272693,"[{'size': 76829.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 59391.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 29696.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 106777.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",129,"[{'area': 96.0, 'date': '19.11.2002', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 11.1, 'date': '06.06.2001', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 11.1, 'date': '06.06.2001', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 11.11, 'date': '19.04.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'RENAULT', 'cost': 578500.0, 'date': '07.11.2019', 'year': 2019.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,9790.0
34,34,nacp_552ce79b-ed52-4799-b26a-67a141185ac4,Микола,Шустов,Васильович,540796,"[{'size': 513643.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 7622.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 18920.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 461.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 150.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",4993,"[{'area': 2500.0, 'date': '23.02.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 48.0, 'date': '18.01.2010', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 1179.0, 'date': '27.03.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1200.0, 'date': '21.11.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 66.3, 'date': '09.08.1994', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'Skoda ', 'cost': 194000.0, 'date': '04.01.2019', 'year': 2006.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 304745.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'leasing'}]","[{'assetsCurrency': 'EUR', 'size': 9000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 12000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",50357.0
35,35,nacp_5619f7f6-affb-41bb-823c-17c28f50bf81,Валентина,Сімоненко,Миколаївна,176821,"[{'size': '176821', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5262.0
36,36,nacp_561cc199-57ae-4709-a0d5-8d282531af7d,Ольга,Ступак,В'ячеславівна,137527,"[{'size': '137527', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5310.0
37,37,nacp_561fb4d0-eddf-4937-b6ab-b91bc3cfb19a,Олександр,Курило,Миколайович,142154,"[{'size': '142154', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,15450.0
38,38,nacp_56367190-4b8a-4859-9806-b11ac0670ec3,Василь,Віконський,Васильович,644513,"[{'size': 388613.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 240856.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 104.0, 'sizeIncome_hidden': 0, 'type': 'interest', 'is_foreign': 0}, {'size': 14940.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",12892,"[{'area': 1300.0, 'date': '10.10.2011', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 90.8, 'date': '27.11.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 504.0, 'date': '15.04.2015', 'cost': '229089', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 9200.0, 'date': '12.02.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1500.0, 'date': '19.03.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 102.3, 'date': '15.04.2015', 'cost': '93825', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 25.3, 'date': '11.07.2008', 'cost': '1214', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 45.6, 'date': '31.01.2018', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 55.4, 'date': '18.09.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 71.3, 'date': '10.09.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'TOYOTA', 'cost': 1328262.0, 'date': '06.05.2016', 'year': 2016.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'UAH', 'size': 112234.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 120000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",32694.0
